ZipCode/Item,,,,2022-0281 Bighorn Sheep Tag Drawing Application (Nonres),2022-0280 Bighorn Sheep Tag Drawing Application (Res),,2022-1500 Carrizo Plain ER - Chimineas Unit Apprentice Deer Draw Application,2022-1152 Deer Tag Drawing Application - 1st Deer (Lifetime Licensee),2022-1151 Deer Tag Drawing Application - 1st Deer (Nonres),2022-1150 Deer Tag Drawing Application - 1st Deer (Res),,2022-1161 Deer Tag Drawing Application - 2nd Deer (Nonres),2022-1160 Deer Tag Drawing Application - 2nd Deer (Res),,2022-0211 Elk Tag Drawing Application (Nonres),,2022-0210 Elk Tag Drawing Application (Res),,2022-6086 Hunter Education Instructor Only - Deer - Open Zone Drawing Application,,2022-0201 Pronghorn Antelope Tag Drawing Application (Nonres),2022-0200 Pronghorn Antelope Tag Drawing Application (Res),2022-1700 Tehama Wildlife Area G1 Deer Hunt Access Permit Application,2022-1131 Bear Tag (Nonres),2022-1132 Bear Tag (Res - Junior),2022-1130 Bear Tag (Res),2022-4511 Bighorn Sheep Tag (Nonres),2022-4510 Bighorn Sheep Tag (Res),2022-4513 Bighorn Sheep Tag - Fundraising (Nonres),2022-4512 Bighorn Sheep Tag - Fundraising (Res),2022-1542 Deer Exception Exchange 1st Deer Tag,2022-1543 Deer Exception Exchange 2nd Deer Tag,2022-1540 Deer Exchange 1st Deer Tag,2022-1541 Deer Exchange 2nd Deer Tag,2022-1341 Deer Tag  - 2nd Deer  (Nonres),2022-1342 Deer Tag  - 2nd Deer (Draw Issued),2022-1349 Deer Tag  - 2nd Deer (Unsuccessful Draw),2022-1344 Deer Tag  - Fundraising 2nd Deer  (Res),2022-1343 Deer Tag  - Military 2nd Deer  (Res),2022-1142 Deer Tag - 1st Deer (Draw Issued),2022-1143 Deer Tag - 1st Deer (Lifetime Licensee),2022-1141 Deer Tag - 1st Deer (Nonres),2022-1140 Deer Tag - 1st Deer (Res),2022-1149 Deer Tag - 1st Deer (Unsuccessful Draw),2022-9145 Deer Tag - 1st Deer Landowner (Lifetime Licensee),2022-1146 Deer Tag - 1st Deer Landowner (Nonres),2022-1145 Deer Tag - 1st Deer Landowner (Res),2022-9143 Deer Tag - 1st Deer Landowner (Unsuccessful Draw),2022-9144 Deer Tag - 1st Deer Military (Lifetime Licensee),2022-9142 Deer Tag - 1st Deer Military (Unsuccessful Draw),2022-1340 Deer Tag - 2nd Deer (Res),2022-1351 Deer Tag - 2nd Deer Landowner (Res),2022-9141 Deer Tag - Military 1st Deer (Nonres) ,2022-1144 Deer Tag - Military 1st Deer (Res),2022-3371 Elk Tag (Nonres),2022-3376 Elk Tag (Res - Junior),2022-3370 Elk Tag (Res),2022-3381 Elk Tag - Fundraising (Nonres),2022-3380 Elk Tag - Fundraising (Res),2022-3378 Elk Tag - Hunter Ed Instructor Incentive Program SHARE (Res),2022-3390 Elk Tag - Sec 555 Landowner (Res),2022-3375 Elk Tag - SHARE (Nonres),2022-3379 Elk Tag - SHARE (Res - Junior),2022-3374 Elk Tag - SHARE (Res),2022-5050 PLM Bear,2022-5000 PLM Deer Tag (Antlerless),2022-5010 PLM Deer Tag (Buck),2022-5110 PLM Deer Tag (Either-Sex),2022-5080 PLM Elk Tag (Antlerless),2022-5040 PLM Elk Tag (Bull),2022-5020 PLM Pronghorn Antelope Tag (Buck),2022-4331 Pronghorn Antelope Tag (Nonres),2022-4335 Pronghorn Antelope Tag (Res - Junior),2022-4330 Pronghorn Antelope Tag (Res),2022-4332 Pronghorn Antelope Tag - Fundraising (Res),2022-4711 Wild Pig Tag (Nonres),2022-4710 Wild Pig Tag (Res),2022-4717 Wild Pig Tag - Lifetime (up to 5 Free),"2022-6210 Big Game Tag Return Processing Fee (Antelope, Bighorn Sheep, and Elk)",2022-1190 Deer Tag Non-Reporting Fee,2022-1191 Deer Tag Non-Reporting Fee (Manual),2022-6807 Fundraising Donation - Bighorn Sheep,2022-6808 Fundraising Donation - Deer,2022-6805 Fundraising Donation - Elk,2022-6806 Fundraising Donation - Pronghorn Antelope,2022-1195 Offset Fee - Resident to Nonresident 1st Deer Tag,2022-7204 Refund - Nonresident 1st Deer Drawing Application,2022-7203 Refund - Nonresident 2nd Deer Drawing Application,2022-3320 Hunting License  - Disabled Veteran,2022-3321 Hunting License  - Recovering Service Member,2022-1110 Hunting License (Junior),2022-1117 Hunting License (Junior) - Lifetime,2022-1120 Hunting License (Nonres),2022-1100 Hunting License (Res),2022-1107 Hunting License - Lifetime,2022-1220 Hunting 1-Day License (Nonres) Game Bird Club,2022-1170 Hunting 2-Day License (Nonres),2022-3350 Disabled Archer Permit,2022-3351 Disabled Archer Permit - Temporary,2022-0150 Harvest Information Program (HIP) Validation,2022-7180 Hunter Education Certificate (Dup),2022-7505 Hunter Education Class Pre-Registration,2022-1457 SHARE Big Game Hunts Multi Choice Application,2022-1456 SHARE Bird Hunts Multi Choice Application,2022-1466 SHARE Elk Multi-Choice Draw Application,2022-1454 SHARE Elk Private Lands Management Area (PLM) Draw Application,2022-5060 PLM Turkey Tag,2022-5070 PLM Upland Game Bird Seal,2022-1600 Dove Hunt Drawing Application,2022-1607 Fall Turkey Hunt Drawing Application,2022-1602 Little Dry Creek Family Pheasant Hunt Drawing Application,2022-1601 Quail/Chukar Hunt Drawing Application,2022-1603 Spring Turkey Hunt Drawing Application - All Junior Hunts,2022-1606 Spring Turkey Hunt Drawing Application - Archery Only,2022-1605 Spring Turkey Hunt Drawing Application - Balance of Season,2022-1604 Spring Turkey Hunt Drawing Application - Opening Weekend,2022-1480 Upland Game Bird Validation,2022-1487 Upland Game Bird Validation- Lifetime,2022-1440 Type A Wildlife Area Season Pass,2022-1430 Type B Wildlife Area Season Pass ,2022-1411 Type A Wildlife Area Pass (1-Day),2022-1410 Type A Wildlife Area Pass (1-Day) - Two Day Package Constituent,2022-1420 Wildlife Area Pass (2-Day Package),2022-1494 Waterfowl Active Military and Veteran Weekend  Mobility Impaired Hunts Application,2022-1492 Waterfowl Active Military and Veteran Weekend Application,2022-1400 Waterfowl Multi Choice Application,2022-1401 Waterfowl Multi Choice Application (Mobility Impaired Hunts),2022-1490 Waterfowl Season Long Application,2022-1491 Waterfowl Season Long Application (Mobility Impaired Hunts),2022-1180 California Duck Validation,2022-1187 California Duck Validation - Lifetime,Grand Total
93638,,,,,1,,,,,4,,,,,,,3,,,,,2,,,,17,,,,,,,,,,,,,,,,,21,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,13,,,,,,,,,1,,9,,,115,2,,1,,,22,,1,,,,,,,,,,,,,,,107,2,1,,5,6,3,,,29,,,,12,1,419
93643,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,20,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,6,,,,,,,,,,,2,,,26,,,,,,2,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,105
93644,,,,,,,,,,17,,,,,,,4,,,,,3,,,2,64,,,,,,,,,,,,,,,,,131,1,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,1,67,5,,55,,,,,,,,,7,,19,2,1,243,3,,1,2,,165,,2,,,,,,,,,,,,,,,149,1,12,,6,22,11,,,,,,,35,1,1103
93650,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,24,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,8,,,,,,,,,2,,2,,1,89,,,,,,15,,1,,,,,,,,,,,,,,,60,,1,,7,12,6,,,,,,,4,,269
93651,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,2,,,,,,,,,1,,1,,,16,,,,1,,2,,,,,,,,,,,,,,,,,8,,2,,4,12,6,,,,,,,4,,94
93654,,,,,,,,,,1,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,43,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,,16,,,,,,,,,1,,5,,,67,1,,,,,45,,,,,,,,,,,,,,,,,49,,3,,7,28,14,,,110,,,,8,,470
93657,,,,,,,,,,3,,,,,,,,,,,,,,,2,63,,,,,,,,,,,,,,,,,147,1,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,1,57,,,32,,,,,,,,,5,,13,,,290,0,,,0,,115,,4,,,,,,,,,,,,,,,193,,4,,14,68,34,,,,,,,20,,1126
93662,,,,,,,,,,4,,,,,,,,,,,,,,,1,39,,,,,,,,,,,,,,,,,84,2,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,26,,,,,,,,,5,,14,,1,253,3,,1,2,,117,,1,,,,,,,,,,,,,,,183,3,7,,8,22,11,,,24,,,,30,3,916
93664,,,,,1,,,1,,7,,,,,,,1,,,,,,,1,5,62,,,,,,,,,1,,,,,,,1,61,2,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,17,,,,,,,,,1,,4,1,1,84,1,,,4,,15,,2,,,,,,,,,,,,,,,48,,1,,,10,5,,,,,,,6,,387
93669,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
93702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,4,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,42
93710,,,,,2,,,,,8,,,,,,,3,,,,,6,,1,2,102,,,,,,,11,8,,,,,,0,,,175,4,,,,,,,59,,,,,,,,,,5,,,,,,,,,,,,,,,,91,10,,37,,,,,,,,,31,,19,19,4,625,23,,11,6,,463,29,3,,,,,,,3,,,,,,,,454,17,15,,29,92,46,,13,219,,43,29,94,13,2824
93711,,,,,,,,,,8,,,,,,,1,,,,,1,,,,48,,,,,,,,,,,,,,,1,,93,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,49,5,,24,,,,,,,,,4,,14,1,,326,3,,2,1,,220,,,,,,,,,,,,,,,,,250,3,8,,27,64,32,,,,,,,54,1,1280
93720,,,,,16,,,2,,88,,,,,,,25,,,,,16,,,23,408,,,,,,,,,,,,,,,,2,873,21,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,12,515,13,,203,,,,,,,,,44,,153,5,25,2617,31,,33,24,,2019,4,1,,,,,,,,,,,,,,,1902,6,175,1,238,796,398,,,440,29,122,,843,6,12466
93726,,,,,,,,,,1,,,,,,,1,,,,,1,,,1,42,,,,,,,,,,,,,,,,,85,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,22,,,,,,,,,6,,2,,,254,1,,,1,1,120,,,,,,,,,,,,,,,,,197,,5,,10,40,20,,,,,43,,14,,925
93727,,,,,,,,,,3,,,,,,,,,,,,,,,4,147,,,,,,,,,,,,,,,,,284,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,58,,,,,,,,,9,,52,,4,988,,,7,6,,826,,2,1,,,,,,,,,,,,,,810,,6,,8,52,26,,,,,,,36,,3591
93906,,,,,2,,,1,,13,,,,,,,5,,,,,3,,,,13,,,,,,,,,,,1,,,,1,,103,11,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,1,114,7,,36,,,,,,,,,,,16,1,4,218,5,,2,,,117,,17,,,,,,,,,,,,,,,109,3,5,,12,20,10,,,,,,,48,2,948
93907,,,,,5,,,,,36,,,,,,,18,,,,,11,,,,23,,,,,,,,,,,1,,,,9,1,258,39,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,21,357,39,,73,,,,,,,,,8,,29,,15,649,19,,2,,1,313,2,5,,,,,,,,,,,,,,,327,6,11,1,14,84,42,,,87,,211,,192,5,3004
93926,,,,,1,,,,,2,,,,,,,2,,,,,2,,,,1,,,,,,,,,,,,,,,1,,72,3,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,9,64,2,,23,,,,,,,,,,,4,,2,86,5,,,,,26,,,,,,,,,,,,,,,,,39,1,,,1,,,,,,,,,17,,384
93933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,,,,,,,,,1,,,,2,18,,,,,,10,,,,,,,,,,,,,,,,,13,,1,,3,12,6,,,,,,,5,,86
93940,,,,,3,,,1,,9,,,,,,,9,,,,,4,,,,6,,,,,,,,,,,1,,,,4,2,133,28,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,5,222,25,,31,,,,,,,,,6,,23,1,8,372,15,,1,1,,219,1,,,,,,,,,,,,,,,,224,8,27,1,28,98,49,,,,,,,173,6,1809
94015,,,,,3,,,1,,31,,,,,,,7,,,,,6,,,1,57,,,,,,,,,,,,,,,,,102,14,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,1,130,5,,48,,,,,,,,,8,,13,,2,377,5,,2,1,,172,,2,,,,,,,,,,,,,,,198,3,29,,36,100,50,,,,,,,134,1,1604
94019,,,,,5,,,1,,6,,,,,,,6,,,,,7,,,,8,,,,,,,,,,,,,,,2,1,91,6,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,1,32,13,,30,,,,,,,,,,,9,2,1,130,8,,3,,,60,,2,,,,,,,,,,,,,,,56,6,3,,4,22,11,,,,,,,51,5,621
94025,,,,,3,,,,,16,,,,,,,5,,,,,2,,,4,94,,,,,,,,,,,,,,,1,,162,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,109,7,,46,,,,,,,,,1,,11,1,3,358,11,,2,,,150,1,3,,,,,,,,,,,,,,,149,3,1,,28,14,7,,,,,73,,105,3,1467
94040,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,9,,,,,,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,2,,29
94044,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,9,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,,,,,,,,,,,,,,30,,,,,,12,,,,,,,,,,,,,,,,,15,,1,,5,6,3,,,,,,,7,,107
94066,,,,,2,,,,,28,,,,,,,6,,,,,4,,1,,29,,,,,,,,,,,,,,0,1,,65,6,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,73,8,,17,,,,,,,,,2,,17,,2,300,4,,2,,,165,2,1,,,8,,,,,,,,,,,,173,4,12,2,35,80,40,,,,,,,142,2,1272
94070,,,,,3,,,,,35,,,,,,,6,,,,,10,,,1,34,,,,,,,,,1,,,,,,2,,69,8,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,91,10,,26,,,,,,,,,,,11,,,261,8,,,,,203,1,,,,,,,,,,,,,,,,148,2,5,,5,12,6,,,171,68,,,97,2,1333
94087,,,,,1,,,,,8,,,,,,,4,,,,,1,,,1,34,,,,,,,,,,,,,,,2,,57,5,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,4,90,,,22,,,,,,,,,2,,6,,8,269,12,,1,2,,107,,1,,,,,,,,,,,,,1,1,106,1,11,,24,44,22,,,,,,,94,2,965
94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,9,,,1,,,10,,,,,,,,,,,,,,,,,6,,,,1,2,1,,,,,,,5,,38
94132,,,,,,,,,,4,,,,,,,2,,,,,1,,,,12,,,,,,,,,,,,,,0,,,29,2,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,9,,,,,,,,,,,7,,1,182,4,,3,,,115,,,,,,1,,,,,,,,,,,104,3,12,,13,24,12,,,,,,,95,2,714
94301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2
94403,,,,,,,,,,8,,,,,,,1,,,,,1,,1,1,33,,,,,,,,,,,,,,,1,6,82,2,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,5,88,1,,23,,,,,,,,,1,,15,,12,313,9,,4,,,210,,,,,,,,,,,,,,,,,184,3,9,,12,46,23,,,130,,,,162,4,1428
94501,,,,1,,,,,1,21,,,,,1,,2,,,,1,,,,1,75,,,,,,,,,,,,,,0,,,100,2,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,2,71,,,29,,,,,,,,,,,8,,3,273,4,,6,3,,103,1,,,,,,,,,,,,,,,,154,2,9,1,16,36,18,,,,,,,75,1,1076
94503,,,,,,,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,11,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,1,,,,,,,,,,,,,,25,2,,,,,7,,,,,,,,,,,,,,,,,9,,,,6,6,3,,,,,,,4,,100
94505,,,,,,,,,,3,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,0,,,12,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,5,,,,,,,,,,,4,,,58,1,,,,,43,,1,,,,,,,,,,,,,,,42,1,1,,15,28,14,,,45,,,,36,1,332
94509,,,,,2,,,,,45,,,,,,,6,,,,,4,,,3,40,,,,,,,,,,,,,,,,,67,3,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,29,,,,,,,,,4,,9,,1,272,2,,2,,,126,2,,,,,,,,,,,,,,,,143,,6,1,12,52,26,,,31,,70,,112,,1141
94510,,,,,2,,,,,6,,,,,,,5,,,,,3,,,,1,,,,,,,,,,,,,,,,,11,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,3,,,,,,,,,4,,6,,,73,2,,,,,69,,,,,,,,,,,,,,,,,57,,3,4,10,14,7,,,,,,,54,,355
94511,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,2,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,21
94512,,,,,,,,,,4,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,1,,,,,,,,,0,,7,,2,174,2,,15,,,192,,,,,,,,,,,,,,,,,206,3,3,2,,,,,,,,,,53,1,681
94513,,,,,2,,,1,,47,,,,,,,9,,,,,6,,,3,80,,,,,,,,,,,,,,,1,,97,5,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,1,141,2,,34,,,,,,,,,7,,49,,2,577,5,,8,2,,332,2,,,,,,,,,,,,,,,,362,3,33,5,85,230,115,,,,,,,276,3,2575
94519,,,,,4,,,,,68,,,,,,,18,,,,,14,,,4,83,,,,,,,,,,,,,,0,1,2,100,11,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,42,,,,,,,,,4,,27,,6,498,4,,8,,,287,,1,,,,,,,,,,,,,1,1,317,1,13,5,45,94,47,,2,125,6,66,,203,,2264
94523,,,,,9,,,2,,54,,,,,,,22,,,,,19,,,5,60,,,,,,,,,,,,,,,,1,108,20,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,4,114,,,40,,,,,,,,,7,,26,2,5,464,14,,4,1,,298,,1,,,,,,,,,,,,,,1,285,8,28,7,57,116,58,,,,,,,243,7,2156
94533,,,,,5,,,,,119,,,1,,,,34,,,,,20,,1,8,153,,,,,,,,,,,,,,0,2,,286,35,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,2,280,21,,88,,,,,,,,,31,,68,1,7,1105,21,,31,6,,830,7,4,,,17,,,,,,,,,,,,699,8,81,20,152,346,173,,,91,101,59,,592,6,5693
94534,,,,,2,,,5,,9,,,,,,,5,,,,,4,,,,16,,,,,,,7,5,,,,,,0,1,,20,5,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1,,,34,125,,6,,,,,,,,,12,,2,20,3,67,34,,2,0,,91,11,3,3,,2,,,,,,,,,,,,45,31,4,2,10,26,13,,,39,7,,,25,25,732
94535,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,1,,,,,14,,,,,,5,,,,,,,,,,,,,,,,,9,,,,2,6,3,,,,,,,4,,54
94538,,,,1,3,,,,1,37,,,,,1,,6,,,,1,5,,,2,63,,,,,,,,,,,,,,,1,1,110,8,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,2,101,5,,34,,,,,,,,,1,,12,1,6,368,5,,1,1,,152,1,,,,,,,,,,,,,,,,182,3,5,3,23,46,23,,,136,,39,,106,1,1547
94539,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,5,,,,,,2,,,,,,,,,,,,,,,,,3,,,,3,4,2,,,,,,,3,,29
94541,,,,,,,,2,,12,,,,,,,3,,,,,,,,7,51,,,,,,,,,1,,,,,,2,1,72,2,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,65,18,,29,,,,,,,,,2,,13,,2,206,4,,1,1,,136,,,,,,,,,,,,,,,,,119,3,10,,15,46,23,,,26,,50,,69,4,1028
94546,,,,,2,,,,,6,,,,,,,3,,,,,3,,,,2,,,,,,,,,,,,,,,1,4,14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,22,5,,5,,,,,,,,,2,,1,,2,37,2,,,,,30,,,,,,,,,,,,,,,,,20,1,,,3,6,3,,,,,,,13,1,190
94550,,,,,8,,,,,45,,,,,,,19,,,,,10,,,2,50,,,,,,,,,1,,,,,,,,169,18,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,4,157,5,,64,,,,,,,,,6,,27,,4,482,3,,1,,,227,,3,,,,,,,,,,,,,,,262,1,19,2,38,142,71,,,,,,,185,1,2078
94553,,,,,3,,,,,12,,,,,,,3,,,,,2,,,,12,,,,,,,,,,,,,,,,,31,3,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,9,,,,,,,,,3,,7,2,,133,3,,2,,,75,,,,,,,,,,,,,,,,,84,3,4,1,11,20,10,,,,,,,57,2,538
94558,,,,,2,,,,,5,,,,,,,4,,,,,3,,,,16,,,,,,,,,,,,,,,2,1,80,7,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,2,83,4,,29,,,,,,,,,3,,15,1,4,205,8,,2,,,159,2,,,,,,,,,,,,,,,,128,4,1,,23,46,23,,,51,12,18,,94,2,1084
94559,,,,,22,,,4,,129,,,1,,,,76,,,,,65,,,,70,,,,,,,,,,,,,,0,10,4,248,36,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,4,281,53,,82,,,,,,,,,12,,46,2,8,768,30,,21,3,,567,2,,2,,,,,,,,,,,,,,475,15,21,,29,162,81,,,165,130,183,57,380,17,4440
94561,,,,,8,,,1,,79,,,,,,,30,,,,,22,,,2,60,,,,,,,,,,,,,,0,,1,73,15,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,1,68,2,,26,,,,,,,,,7,,23,,4,404,6,,1,4,,300,1,,,,,,,,,,,,,,,,272,4,6,1,22,130,65,,,280,92,103,374,231,4,2772
94564,,,,,2,,,,,61,,,,,,,8,,,,,4,,,3,142,,,,,,,,,,,,,,,,,196,7,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,52,,,,,,,,,3,,15,0,1,495,2,,,,,168,,,,,,,,,,,,,,,,,251,,15,1,33,60,30,,,53,,,,128,,2034
94565,,,,,1,,,1,,52,,,,,,,6,,,,,2,,,6,65,,,,,,,,,,,,,,,1,,74,14,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,,23,,,,,,,,,2,,14,,,246,3,,1,0,,107,1,2,,,,,,,,,,,,,,,115,2,5,1,13,38,19,,,1,,13,86,72,2,1103
94568,,,,,3,,,,,38,,,,,,,18,,,,,14,,,,49,,,,,,,,,,,,,,,2,1,94,16,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,2,166,10,,25,,,,,,,,,4,,32,,3,670,10,,10,,,471,2,,,,,,,,2,,,,,,,,398,6,25,4,97,166,83,,,114,,,,340,6,2927
94571,,,,,,,,,,6,,,,,,,1,,,,,2,,,,3,,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,3,,,,,,,,,2,,12,,3,79,5,,,,,55,,1,,,,,,,,,,,,,,,75,1,1,,2,4,2,,,,,,,28,1,319
94572,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,11
94574,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,4,,47,2,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,,16,,,,,,,,,1,,8,1,,73,5,,1,,,37,2,,,,,,,,,,,,,,,,38,1,,,,,,,,,,,,25,1,338
94579,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,1,,,15,,,,,,4,,,,,,,,,,,,,,,,,6,,1,,3,2,1,,,,,,,2,,54
94580,,,,,2,,,,,47,,,,,,,3,,,,,2,,,4,102,,,,,,,,,,,,,,0,,1,143,11,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,1,84,2,,52,,,,,,,,,2,,11,,3,376,1,,,,1,126,1,,,,,,,,2,,1,,,,,,172,1,19,,22,72,36,,,,,,,92,1,1500
94583,,,,,1,,,,,11,,,,,,,8,,,,,6,,,,16,,,,,,,,,,,,,,,,,49,4,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,2,71,,,15,,,,,,,,,2,,19,,2,254,5,,4,,,210,,,,,,,,,,,,,,,,,166,1,7,,18,46,23,,,47,,,,171,1,1183
94585,,,,,3,,,,,6,,,,,,,5,,,,,4,,,,10,,,,,,,,,,,,,,,1,1,21,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,48,5,,4,,,,,,,,,4,,6,,2,75,2,,1,1,,54,1,2,,,,,,,,,,,,,,,47,,5,1,28,36,18,,,,27,,,33,,469
94587,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,1,,1,,0,19,,,,,,7,,,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,5,,58
94588,,,,,,,,,,2,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,,1,,,,1,19,1,,,,,12,,,,,,,,,,,,,,,,,12,,1,,4,8,4,,,,,,,9,,92
